,vintage,age,dependents,city,customer_nw_category,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn,gender_cat,occupation_cat,branch_code_cat
27087,2132,42,0.0,1020.0,1,8.0,41446.46,8547.71,14206.66,15052.25,34312.64,567.07,1478.11,3357.43,19619.27,8975.48,0,0,2,106
27088,1751,43,0.0,799.0,3,47.0,3971.02,3971.02,3640.76,3236.1,0.11,714.4,0.11,0.11,3971.02,3694.52,0,0,3,812
27089,473,64,0.0,1022.0,3,31.0,2589.36,2767.26,2804.53,3517.31,0.3,0.3,178.2,178.2,2632.3,2801.69,0,1,3,526
27090,254,29,0.0,1589.0,3,19.0,2977.89,1695.5,1991.48,1750.38,4971.47,330.51,117.24,339.57,2517.73,1704.63,0,1,2,2953
27091,4966,47,0.0,834.0,3,2.0,9841.75,9697.07,7639.89,6312.04,7100.22,3710.71,6052.42,2977.38,7288.8,7324.32,0,1,2,7
27092,626,36,0.0,623.0,2,31.0,3133.77,3133.77,3133.77,3113.92,0.57,0.57,0.57,0.57,3133.77,3133.77,0,0,3,904
27093,1396,55,0.0,1020.0,2,295.0,6923.8,6923.8,6923.8,6401.89,0.37,0.37,0.37,0.37,6923.8,6923.8,0,0,3,12
27094,1108,32,0.0,146.0,3,31.0,6723.07,6837.44,6532.55,5093.55,0.04,0.04,0.04,32.3,6967.48,6583.54,0,0,3,918
27095,2038,50,0.0,180.0,2,31.0,2527.51,2527.51,4665.74,4723.37,0.46,0.46,0.46,0.46,2527.51,2527.51,0,0,3,174
27096,2453,29,0.0,1084.0,2,13.0,335.55,375.33,2527.23,1403.16,718.06,34548.05,6582.32,37620.74,444.26,6456.63,1,1,2,463
27097,4399,49,0.0,15.0,1,87.0,29.4,4702.21,4408.19,1391.71,0.41,0.41,4700.41,0.41,350.09,6335.96,1,1,3,218
27098,407,53,0.0,774.0,2,31.0,1482.9,1482.9,1482.9,1473.51,0.5,0.5,0.5,0.5,1482.9,1482.9,0,0,3,656
27099,1552,39,0.0,409.0,2,312.0,2391.32,2405.61,2404.95,2393.37,0.27,0.27,14.56,0.27,2403.64,2405.61,0,1,3,227
27100,4118,41,0.0,1096.0,3,21.0,3988.09,4059.52,3118.61,1978.24,643.34,1929.06,0.49,0.49,4057.06,3167.82,0,0,2,1345
27101,3378,45,2.0,1525.0,2,0.0,6638.01,3993.05,3043.49,4081.55,6315.39,5035.82,1700.3,4595.17,2317.22,3172.72,0,1,2,747
27102,5618,86,0.0,1232.0,3,17.0,1882.74,3968.79,2610.48,4143.55,125.51,1713.89,2286.23,429.09,2182.3,3246.8,0,0,3,51
27103,639,34,0.0,1111.0,3,0.0,23201.31,18693.76,20376.17,7666.63,17.12,150.33,1258.3,446.74,23111.78,18794.79,0,0,2,83
27104,4517,38,0.0,1096.0,3,260.0,6437.55,6437.55,6469.81,6991.47,0.27,0.27,0.27,0.27,6437.55,6437.55,0,0,3,43
27105,549,63,0.0,1020.0,3,346.0,1041.35,1055.63,1492.19,2300.37,0.19,0.19,0.19,0.19,1042.33,1059.23,0,1,1,286
27106,2740,42,0.0,146.0,1,31.0,6450.95,1493.8,3883.92,3541.82,0.21,0.21,2585.93,2414.5,5877.06,1815.92,0,0,3,8
27107,4395,40,0.0,1020.0,1,19.0,1067.46,1425.17,2098.23,833.0,714.93,3332.71,809.68,5401.91,1823.0,3666.96,0,0,3,498
27108,711,57,0.0,1565.0,2,31.0,4210.7,4210.7,4286.75,6085.36,0.2,0.2,0.2,0.2,4210.7,4210.7,0,0,3,942
27109,2109,59,2.0,680.0,3,17.0,909.0,95.66,2704.06,201.6,3166.21,0.98,1400.5,6998.77,573.59,2681.79,1,1,3,515
27110,2809,47,0.0,1020.0,2,3.0,4401.47,4378.19,4380.06,2854.61,61.01,0.17,0.17,0.17,4375.74,4378.65,0,0,3,18
27111,1410,65,0.0,227.0,2,340.0,3852.44,3852.44,3944.61,3969.99,0.1,0.1,0.1,142.96,3852.44,3986.08,0,0,3,907
27112,4075,41,0.0,34.0,1,31.0,4877.16,4877.16,4877.16,4846.26,0.29,0.29,0.29,0.29,4877.16,4877.16,0,0,3,356
27113,3063,30,0.0,623.0,3,271.0,2117.8,2117.8,1966.15,1953.56,0.63,0.63,0.63,0.63,2117.8,1920.64,0,1,2,447
27114,800,39,2.0,15.0,1,14.0,1077.19,5356.07,2595.78,8289.12,950.19,5758.29,4670.39,755.51,2890.97,4046.07,0,1,3,2193
27115,6589,68,0.0,1020.0,1,4.0,39197.87,12189.31,11169.66,5238.61,5243.42,9449.17,1270.28,8720.14,20741.9,7891.21,0,1,2,993
27116,1060,48,0.0,158.0,2,73.0,4712.89,4712.89,4451.75,3263.63,0.04,0.04,0.04,0.04,4712.89,4712.89,0,0,3,2369
27117,2131,56,0.0,649.0,2,75.0,2024.03,2436.33,2285.31,2043.21,0.64,0.64,412.94,72.07,2024.03,2493.93,0,0,3,1171
27118,561,28,0.0,724.0,2,21.0,28620.32,28619.96,18010.45,7045.41,1557.5,3071.79,1555.5,2629.43,28475.64,13431.15,0,1,3,1561
27119,2119,53,0.0,600.0,2,21.0,3643.46,4740.87,2364.13,5068.25,6.11,1577.81,1558.47,1518.44,2174.86,2940.67,0,1,2,1060
27120,3215,66,0.0,1046.0,2,117.0,5053.53,9392.23,9117.65,9540.59,0.17,0.17,4380.3,600.46,7425.14,9895.69,0,0,3,91
27121,2101,42,0.0,623.0,1,13.0,2970.64,2270.64,16570.22,19603.03,700.13,1428.7,0.13,25728.7,2608.57,22651.28,1,0,3,923
27122,1959,42,0.0,834.0,3,69.0,4064.93,4863.93,4887.73,5752.59,0.26,0.26,1583.11,210.49,4646.91,4825.23,0,1,2,3031
27123,474,32,0.0,879.0,2,19.0,6132.81,5775.67,5598.67,4924.6,357.16,428.59,0.01,0.01,6009.66,5499.17,0,0,3,2770
27124,412,60,0.0,240.0,2,40.0,350.86,41779.43,14270.6,325.76,0.29,41423.86,41428.86,0.29,26065.14,16390.79,1,1,3,515
27125,1589,48,0.0,133.0,2,31.0,6212.64,6212.64,5805.02,5254.55,0.51,0.51,0.51,0.51,6212.64,5914.38,0,0,3,342
27126,1658,5,0.0,1020.0,2,48.0,8354.7,8283.27,7696.86,6811.15,0.19,1171.61,0.19,0.19,8307.9,7786.03,0,0,4,18
27127,674,33,0.0,1020.0,3,31.0,3293.0,3293.0,2709.61,746.81,0.51,0.51,0.51,0.51,3293.0,3293.0,0,0,3,1751
27128,1173,70,0.0,259.0,2,31.0,1842.64,1842.64,1842.64,1829.96,0.49,0.49,0.49,0.49,1842.64,1842.64,0,1,3,692
27129,999,38,0.0,905.0,2,31.0,5992.93,5992.93,5992.93,5953.88,0.34,0.34,0.34,0.34,5992.93,5992.93,0,0,3,2586
27130,671,34,0.0,1525.0,2,20.0,9146.74,7003.88,7600.25,6142.16,2143.16,0.3,0.3,0.3,8481.71,7007.35,0,1,3,1564
27131,962,54,0.0,409.0,2,10.0,6806.22,7136.79,6624.48,4478.82,428.63,214.34,759.2,42.79,6973.62,6958.45,0,0,3,3062
27132,916,53,0.0,1232.0,2,312.0,30147.52,30159.75,30157.04,30699.19,0.56,0.56,0.56,0.56,30146.88,30157.17,0,1,3,2794
27133,1017,60,0.0,102.0,2,201.0,6230.69,6230.69,6252.19,6480.05,0.51,0.51,0.51,0.51,6230.69,6230.69,0,1,2,1247
27134,2127,28,0.0,687.0,2,80.0,10280.8,10280.8,10263.59,10040.73,0.56,0.56,0.56,0.56,10280.8,10280.8,1,1,3,429
27135,952,61,0.0,1020.0,2,153.0,2640.39,2654.67,3872.52,4384.6,0.39,0.39,0.39,2332.67,2654.18,3676.18,1,0,3,995
27136,529,32,0.0,34.0,1,10.0,12007.11,12040.33,14011.97,14460.4,72.09,0.61,143.47,0.61,12000.0,13328.81,0,1,3,1687
27137,1911,25,0.0,1266.0,2,47.0,3387.5,4782.47,2486.47,62.67,0.29,7638.55,1809.54,2876.44,3882.97,3542.34,0,0,4,338
27138,1294,45,0.0,1329.0,2,174.0,304.14,4604.57,4335.31,5431.6,0.53,0.53,4286.24,0.53,2529.52,5157.57,1,0,3,2452
27139,6341,90,0.0,1096.0,2,31.0,3717.34,3717.34,3717.34,3693.79,0.3,0.3,0.3,0.3,3717.34,3717.34,0,1,3,87
27140,2568,33,1.0,334.0,1,0.0,20964.64,23059.63,24643.84,30796.64,26.56,0.88,2148.94,1770.21,22292.88,24042.04,0,1,2,128
27141,3209,70,0.0,575.0,3,23.0,2438.78,2330.35,2382.17,1923.75,156.7,0.23,0.23,61.54,2458.61,2377.82,0,0,1,557
27142,6577,30,0.0,1020.0,1,0.0,4919.44,5151.25,4782.52,4036.31,2.22,1186.54,4484.85,1966.1,5545.97,4887.91,0,0,3,18
27143,1261,26,0.0,1076.0,2,219.0,8087.51,8144.65,8125.6,8125.17,0.33,0.33,57.47,0.33,8087.51,8144.65,0,1,4,784
27144,1346,49,0.0,621.0,2,340.0,3387.91,3530.77,3529.13,3487.46,0.46,0.46,143.31,0.46,3525.84,3530.77,0,0,3,2412
27145,983,60,1.0,1096.0,3,21.0,1313.25,1360.17,1471.93,133.21,66.2,214.77,75.06,660.66,1340.88,1654.79,0,1,3,1344
27146,5052,57,0.0,762.0,2,61.0,2465.5,2465.5,2420.95,2463.64,0.67,0.67,0.67,0.67,2465.5,2465.5,0,1,3,182
27147,4437,90,0.0,407.0,1,67.0,3890.56,4102.09,4188.83,5982.99,0.19,0.19,211.71,267.49,3991.47,4178.64,0,1,3,207
27148,1162,71,0.0,531.0,2,49.0,738.58,4428.29,2459.52,1377.9,0.33,571.76,3884.26,28.9,1248.0,4203.41,0,1,1,140
27149,775,60,0.0,623.0,2,146.0,1684.74,1684.74,1684.74,1664.33,0.11,0.11,0.11,0.11,1684.74,1684.74,0,0,3,1341
27150,1215,69,0.0,1096.0,3,31.0,1637.22,15644.36,5547.99,213.1,0.33,1428.9,14221.76,0.33,2120.22,14307.96,1,0,3,42
27151,1560,66,0.0,146.0,3,31.0,3330.37,1934.77,2367.82,1592.05,0.67,102.27,29.25,176.66,3284.72,1881.26,0,1,1,2866
27152,2197,64,0.0,905.0,2,31.0,12736.61,12736.61,12736.61,1219.7,0.07,0.07,0.07,0.07,12736.61,12736.61,0,1,3,573
27154,390,45,0.0,29.0,3,19.0,712.7,2440.72,1777.74,797.55,0.88,0.27,878.84,143.13,1063.74,2445.5,0,1,2,1284
27155,2747,26,0.0,452.0,2,7.0,5418.06,5148.55,5499.51,3945.04,12.81,0.39,1037.3,342.37,5847.66,5508.38,0,1,4,576
27156,1220,90,0.0,855.0,3,13.0,6041.64,5896.61,5795.02,5353.9,143.41,236.27,0.56,0.56,5966.7,5759.75,0,0,3,1858
27157,1239,42,0.0,38.0,2,31.0,8303.4,8303.4,8281.73,8181.04,0.53,0.53,0.53,0.53,8303.4,8303.4,0,1,3,1662
27158,768,53,0.0,69.0,2,264.0,4207.56,4207.56,4445.35,7550.66,0.59,0.59,0.59,429.16,4207.56,4359.63,0,1,3,2542
27159,1967,76,0.0,1540.0,1,179.0,1612.16,3042.75,2583.05,3010.87,0.63,0.63,1429.2,0.63,1663.66,3042.75,0,0,1,56
27160,541,39,0.0,995.0,2,31.0,3527.32,3741.61,3670.18,3863.43,0.46,0.46,214.74,0.46,3527.32,3741.61,0,0,3,2498
27161,3582,72,0.0,1020.0,2,20.0,836.0,1961.73,1864.87,4264.85,314.36,0.07,3297.23,265.79,2394.29,2073.25,0,1,3,183
27162,3074,32,0.0,491.0,2,114.0,16147.6,16301.89,16202.51,5420.52,0.23,0.23,140.23,0.23,16180.71,16315.71,0,1,2,416
27163,926,53,3.0,1295.0,3,9.0,3979.32,3014.56,1498.44,2099.79,4286.09,0.37,3765.64,2184.31,2619.64,912.35,0,1,3,2116
27164,1021,3,0.0,1563.0,2,31.0,90.79,3747.93,4148.34,3306.03,0.1,0.1,7287.53,0.1,5094.79,3745.16,1,1,4,1067
27165,2668,59,0.0,1096.0,3,200.0,1486.96,1486.96,1486.96,1477.54,0.06,0.06,0.06,0.06,1486.96,1486.96,0,0,3,227
27166,2831,17,0.0,1096.0,3,259.0,2990.92,2990.92,2990.92,2975.73,0.56,0.56,0.56,0.56,2990.92,2990.92,0,1,4,269
27167,1487,90,0.0,1020.0,3,81.0,6477.57,6477.57,6387.14,49.84,0.29,0.29,0.29,1030.04,6477.57,7341.23,1,0,3,670
27168,691,30,0.0,409.0,3,6.0,1833.83,2524.71,2529.4,3523.78,1700.29,0.29,2676.89,543.46,2051.29,2574.36,0,1,2,291
27169,2070,68,0.0,1438.0,3,191.0,3232.77,3232.77,3232.77,3220.75,0.69,0.69,0.69,0.69,3232.77,3232.77,0,0,1,1036
27170,229,56,0.0,1525.0,3,7.0,3411.93,2005.94,1854.53,4157.43,1522.97,812.93,81.27,186.16,2573.99,1574.73,0,0,3,37
27171,1853,60,0.0,931.0,3,31.0,3215.56,3215.56,3215.56,3195.19,0.4,0.4,0.4,0.4,3215.56,3215.56,0,1,1,1031
27172,6156,81,1.0,1020.0,2,11.0,2709.38,2569.27,2573.03,2691.65,245.13,264.84,510.91,690.47,2865.57,2307.65,0,0,1,18
27173,1425,43,0.0,1220.0,3,0.0,13900.64,20822.17,19532.62,2590.94,1786.23,2929.09,8350.61,5457.76,14094.49,22004.52,1,0,3,1741
27174,443,40,0.0,456.0,2,26.0,3338.36,9052.64,6130.88,5507.63,1428.73,2857.3,7143.01,0.16,4619.15,8223.15,0,1,2,952
27175,2065,58,0.0,1020.0,2,154.0,7321.25,7306.96,7308.11,9845.13,0.49,0.49,0.49,0.49,7310.41,7306.96,0,0,3,18
27176,4162,62,0.0,583.0,3,21.0,13119.08,13504.79,13562.02,12292.07,43.37,0.51,571.94,71.94,13458.49,13555.48,0,1,2,321
27177,1304,39,0.0,15.0,3,47.0,185.12,256.67,1643.17,3930.9,0.43,1286.14,36.14,2236.16,218.37,831.29,1,1,3,48
27178,1617,5,0.0,334.0,2,31.0,1671.4,1642.83,1631.99,1537.12,0.1,0.1,0.1,0.1,1660.07,1632.23,0,0,4,9
27179,2753,72,0.0,834.0,3,166.0,1915.61,2097.53,2267.78,3613.0,0.3,0.3,143.16,0.3,2047.73,2115.51,1,1,3,404
27180,1045,34,0.0,1589.0,3,61.0,5659.01,5016.44,5323.87,6189.94,0.39,0.39,308.59,1919.1,3497.61,5746.23,0,1,2,392
27181,6515,50,0.0,1020.0,2,39.0,2273.94,2204.43,2659.34,7118.99,0.46,11634.46,249.67,2353.42,2135.22,1993.42,0,1,3,14
27182,548,48,1.0,854.0,3,17.0,9007.69,10538.93,12807.01,11090.97,14.41,0.13,1859.9,3114.61,9573.93,11963.74,1,1,3,2944
27183,2801,52,0.0,1582.0,2,87.0,4160.46,4174.74,4301.61,4467.42,0.46,0.46,0.46,0.46,4174.25,4187.64,0,1,3,764
27184,5941,74,1.0,1020.0,2,7.0,2695.63,3128.54,3178.58,2938.96,141.08,0.67,238.99,481.83,2807.56,3265.49,0,1,3,1012
27185,2656,40,0.0,15.0,2,21.0,1013.73,1284.43,1567.49,565.72,515.48,5316.9,786.19,5315.82,1465.87,1965.77,1,1,3,867
27186,522,54,0.0,572.0,2,63.0,4811.76,14811.76,12241.2,12616.2,0.37,0.37,0.37,0.37,9196.0,14811.76,1,0,3,176
27187,2102,48,0.0,623.0,2,31.0,5344.5,5339.93,5340.67,5498.28,0.03,0.03,0.03,0.03,5342.14,5339.93,0,1,2,340
27188,3069,24,0.0,407.0,2,118.0,1585.76,2064.8,5855.4,7048.2,0.36,0.36,479.4,7221.6,1620.1,6656.9,1,0,4,207
27189,1333,61,0.0,146.0,2,60.0,1321.41,2035.7,1878.51,1563.91,0.03,0.03,714.31,0.03,2011.06,2035.7,0,1,3,127
27190,3219,73,3.0,1096.0,1,26.0,18976.17,11047.12,11188.2,5113.63,6404.29,6405.61,911.39,705.51,17830.62,9378.06,1,1,3,458
27191,3441,44,2.0,1494.0,2,41.0,239.04,812.92,2204.23,4291.01,0.46,616.17,714.74,7663.31,324.81,4294.99,0,1,3,2624
27192,203,61,0.0,977.0,2,38.0,3676.24,3676.24,1642.0,2454.94,0.6,3638.77,0.6,0.6,3676.24,1211.68,0,0,3,729
27193,2545,78,0.0,905.0,1,60.0,14962.01,14959.5,14932.53,14844.99,0.01,0.01,0.01,0.01,14960.45,14959.5,0,1,3,1116
27194,2095,66,0.0,1020.0,3,31.0,1373.42,1387.71,2683.35,2623.2,0.6,0.6,0.6,14.89,1379.83,4053.13,0,1,3,1378
27195,1709,49,0.0,15.0,2,31.0,3458.55,3458.55,3458.55,3436.64,0.49,0.49,0.49,0.49,3458.55,3458.55,0,0,3,359
27196,4540,47,0.0,1598.0,3,6.0,5359.14,4473.43,4381.66,3672.14,886.16,286.16,0.44,0.44,4741.9,4344.4,0,1,2,202
27197,1556,70,0.0,1540.0,2,132.0,207.5,207.5,1881.85,3113.17,0.07,0.07,0.07,1428.64,207.5,1313.49,1,1,3,1325
27198,857,32,0.0,1033.0,3,5.0,3709.32,3182.23,3212.52,3106.38,527.77,0.69,0.69,0.69,3273.11,3182.23,1,1,3,2363
27199,1933,61,0.0,1034.0,2,68.0,5680.92,5680.92,5827.35,7064.86,0.21,0.21,0.21,0.21,5680.92,5680.92,0,0,3,1068
27200,2979,71,0.0,1525.0,3,73.0,1157.17,1157.17,1982.1,1129.02,0.07,0.07,0.07,2857.21,1157.17,2309.24,0,1,1,730
27201,5581,55,0.0,623.0,3,122.0,5066.28,4773.43,4722.23,3979.02,0.34,0.34,357.49,0.34,4783.52,4731.92,0,1,2,44
27202,2718,37,2.0,1020.0,3,61.0,1666.75,2081.35,1699.94,1103.35,0.63,0.63,400.94,498.64,1818.7,2170.45,0,1,3,59
27203,2403,48,2.0,921.0,2,48.0,3095.26,3095.26,3082.35,3047.56,0.47,29.04,0.47,0.47,3095.26,3085.12,0,1,3,2589
27204,438,35,0.0,409.0,2,18.0,4505.65,4435.18,4458.06,4259.48,99.13,114.37,28.66,71.51,4493.69,4449.92,0,1,3,1033
27205,2639,43,0.0,485.0,2,25.0,17060.72,18563.57,17762.82,16155.78,540.49,1855.49,2014.77,1217.83,17405.35,17899.54,0,1,3,474
27206,2080,22,0.0,1494.0,2,91.0,2469.54,2873.84,3068.35,3599.47,0.44,0.44,799.34,397.83,2732.02,3080.72,0,0,4,65
27207,1142,35,0.0,146.0,3,14.0,2319.75,1642.58,2140.45,990.36,1672.03,43.46,3619.9,1759.71,2189.71,2037.01,0,1,3,2349
27208,1465,67,0.0,1537.0,3,60.0,2714.88,2714.88,2218.09,221.03,0.1,0.1,0.1,3571.53,2714.88,3521.33,0,0,3,1098
27209,3082,44,0.0,834.0,3,5.0,12115.39,95.48,3980.73,3646.01,30621.2,10307.36,20029.86,11309.78,4814.06,1642.63,1,1,2,310
27210,1344,37,0.0,241.0,3,35.0,26656.13,26656.13,26484.23,24729.86,0.44,286.16,0.44,0.44,26656.13,26432.68,0,1,3,1054
27211,4426,39,0.0,1020.0,2,54.0,107.2,1112.36,2432.6,142.73,0.69,39.11,0.69,294.97,179.6,6979.26,1,1,3,46
27212,1855,51,0.0,834.0,2,6.0,4610.36,4202.63,4215.62,2851.82,741.74,170.31,265.17,1.43,4358.78,4188.41,0,0,3,998
27214,2670,65,0.0,526.0,2,20.0,3908.83,3238.99,3589.61,3782.35,670.54,0.7,0.7,500.7,3724.05,3448.67,0,0,3,397
27215,384,46,0.0,834.0,2,109.0,1940.94,1940.94,1940.94,1424.95,0.19,0.19,0.19,0.19,1940.94,1940.94,0,0,3,1029
27216,2099,35,0.0,579.0,2,58.0,10909.46,10909.46,9419.45,3379.36,0.51,7143.37,0.51,2143.37,10909.46,11439.41,0,1,3,179
27217,1195,26,0.0,649.0,2,19.0,4956.25,10099.11,4733.84,1519.25,2000.54,7143.4,7143.4,0.54,7828.17,3417.08,0,0,4,53
27218,411,33,0.0,1096.0,2,214.0,5324.36,5577.71,5478.44,6038.95,0.46,0.46,868.09,0.46,5243.51,5503.97,0,0,3,304
27219,2312,36,0.0,146.0,2,14.0,1496.45,1547.59,1611.06,993.14,43.11,0.26,0.26,0.26,1549.92,1550.78,0,0,3,476
27220,2194,46,0.0,834.0,1,31.0,7950.45,7950.45,7950.45,7900.09,0.61,0.61,0.61,0.61,7950.45,7950.45,0,0,3,161
27221,1418,42,0.0,891.0,3,193.0,34238.11,33726.99,33681.5,32171.57,0.51,0.51,0.51,0.51,34167.61,33677.52,0,1,3,659
27222,1227,51,0.0,904.0,2,13.0,11676.33,11742.43,11816.96,8278.19,186.29,0.57,0.57,0.57,11652.02,11823.66,0,1,2,542
27223,3294,60,0.0,1181.0,2,129.0,1785.54,1785.45,1785.47,1747.5,0.16,0.16,0.16,0.16,1785.5,1785.45,0,0,3,452
27224,481,26,0.0,905.0,2,157.0,8752.19,8752.19,8752.19,6464.3,0.64,0.64,0.64,0.64,8752.19,8752.19,1,0,3,237
27225,1242,41,0.0,38.0,2,4.0,6521.28,5949.86,5982.7,5444.53,571.99,0.56,0.56,0.56,6048.38,5949.86,0,0,3,1965
27226,578,40,0.0,602.0,3,229.0,72461.98,1031.01,6759.21,813.67,0.24,0.24,0.24,0.24,18273.05,1030.2,0,0,3,758
27227,1981,63,0.0,1020.0,3,13.0,1619.7,1600.39,1896.92,3188.42,5733.83,121.21,5714.51,0.23,2299.37,1600.39,0,0,1,194
27228,1404,26,0.0,1294.0,2,31.0,3723.02,3805.44,3848.96,4037.15,0.26,0.26,0.26,0.26,3777.02,3849.22,0,0,3,2365
27229,1216,28,0.0,656.0,3,3.0,1543.33,1777.24,1698.5,1552.88,623.44,214.5,857.36,0.21,1833.65,1698.9,0,0,3,2490
27230,2975,44,0.0,1020.0,2,5.0,3818.42,3405.25,3929.68,7401.59,717.51,721.8,101.84,5.19,3459.36,3257.68,0,0,3,400
27231,1004,21,0.0,1020.0,2,68.0,1930.64,1134.74,1441.52,2325.79,0.57,0.57,0.57,0.57,1820.86,1134.74,0,0,4,76
27232,3410,50,0.0,726.0,2,117.0,7723.82,3380.96,4498.39,4977.89,0.54,0.54,0.54,0.54,5627.27,3380.96,0,0,3,297
27233,1816,47,0.0,1461.0,3,13.0,9849.86,9406.29,9167.32,7817.09,443.91,443.91,0.34,0.34,9605.13,9191.66,0,0,3,738
27234,205,26,2.0,146.0,2,19.0,96.73,1040.72,4112.25,991.16,6071.8,2146.95,1693.1,41355.07,167.47,188.51,1,1,3,1510
27235,2252,42,2.0,15.0,2,132.0,18217.08,18245.66,16784.2,12292.59,0.67,0.67,0.67,0.67,18230.88,17152.57,0,1,3,283
27236,5530,50,2.0,575.0,3,6.0,1626.43,2568.15,2374.31,2355.77,7336.34,0.17,8923.14,159.35,1752.53,2639.42,0,1,3,1002
27237,1687,47,0.0,628.0,3,31.0,1862.31,1862.31,1862.31,1851.32,0.23,0.23,0.23,0.23,1862.31,1862.31,0,0,2,1746
27238,2459,10,0.0,623.0,2,73.0,2040.35,2076.07,1709.76,505.39,0.16,0.16,0.16,0.16,2040.35,2076.07,0,0,3,77
27239,5087,69,0.0,334.0,3,311.0,4451.8,4451.8,4471.99,4496.67,0.37,0.37,0.37,0.37,4451.8,4451.8,0,0,3,9
27240,2794,26,0.0,687.0,2,63.0,3183.33,3183.33,3462.48,3856.95,0.37,0.37,0.37,0.37,3183.33,3185.33,0,0,4,429
27241,1329,37,0.0,1020.0,3,6.0,684.86,690.58,1617.83,2115.67,714.77,0.49,714.77,1439.06,689.6,2034.73,1,1,2,747
27242,3048,41,0.0,334.0,2,23.0,6015.14,5843.71,6695.6,5961.47,171.46,314.31,0.03,1602.87,5973.76,7131.9,0,0,3,614
27243,2498,52,0.0,1020.0,2,31.0,7307.48,7307.48,7307.48,7259.24,0.3,0.3,0.3,0.3,7307.48,7307.48,0,1,2,209
27244,1237,63,0.0,1020.0,2,54.0,1272.4,1287.82,1627.04,569.41,0.37,143.23,0.37,143.23,1282.43,1297.04,0,1,3,1266
27245,2748,33,0.0,1181.0,1,58.0,2876.62,2876.62,2077.85,19.35,0.17,1428.74,0.17,0.17,2876.62,2830.54,0,1,2,216
27246,1035,90,0.0,1123.0,3,168.0,3122.61,3122.61,3122.61,6618.8,0.66,0.66,0.66,0.66,3122.61,3122.61,0,1,3,1938
27247,860,38,0.0,1232.0,3,69.0,6150.94,2157.79,2615.52,1941.99,0.13,0.13,1888.06,1306.1,4975.71,2410.17,0,1,2,712
27248,4540,44,1.0,1388.0,1,11.0,2750.8,3230.36,3248.06,2922.43,0.88,0.27,465.54,107.15,3020.1,3247.21,0,0,3,41
27249,4324,30,0.0,834.0,3,202.0,2064.37,2064.37,1851.68,1456.95,0.49,0.49,0.49,69.44,2064.37,1865.41,0,1,3,255
27250,2090,48,1.0,1232.0,3,131.0,3062.75,3062.75,3062.75,2586.48,0.61,0.61,0.61,0.61,3062.75,3062.75,1,0,2,135
27251,5775,38,2.0,1096.0,2,31.0,4542.36,3838.95,4009.84,3830.99,0.34,0.34,714.63,0.34,4314.28,3851.4,0,1,3,10
27252,6190,52,2.0,1020.0,3,94.0,937.01,1172.64,1451.61,1742.81,0.64,0.64,325.04,470.43,1184.37,1429.69,1,1,3,468
27253,2267,58,0.0,1096.0,2,31.0,12816.89,12884.55,13051.81,13250.33,0.06,0.06,67.71,285.77,12842.55,13142.61,0,1,2,1018
27254,2730,41,0.0,1096.0,3,3.0,6901.02,1654.36,1709.43,2843.96,5844.98,0.01,805.0,0.01,1429.13,1719.42,0,0,3,527
27255,1155,43,0.0,1584.0,2,290.0,23129.4,23129.4,25748.82,30108.76,0.59,0.59,0.59,6463.99,23129.4,24524.25,1,0,3,1653
27256,765,38,0.0,146.0,3,17.0,1880.53,589.85,2983.55,8318.68,8954.53,0.27,10520.83,269.04,3048.57,2021.62,0,0,2,2220
27257,2826,33,0.0,1326.0,2,146.0,4961.73,4961.73,4961.73,4784.57,0.19,0.19,0.19,0.19,4961.73,4961.73,0,0,3,596
27258,2733,74,0.0,487.0,3,60.0,2035.61,2035.61,1828.24,1386.53,0.07,0.07,0.07,0.07,2035.61,2035.61,0,1,3,775
27259,2641,68,0.0,1232.0,2,68.0,394.49,350.31,12409.52,4730.64,0.54,0.54,192.08,8863.24,401.15,18095.41,1,1,1,788
27260,5298,57,0.0,1020.0,1,14.0,1976.62,1389.31,3872.62,9161.67,3250.19,0.03,3073.7,714.31,1798.24,1209.81,0,0,3,106
27261,4888,80,0.0,575.0,2,14.0,37392.22,36080.39,35596.37,34860.85,1494.57,1494.57,1119.86,2673.6,36704.09,35254.34,0,1,1,1060
27262,1193,38,1.0,1540.0,3,105.0,3113.4,2850.48,2735.26,2529.08,0.06,0.06,284.59,284.59,2842.66,2583.14,0,1,2,608
27263,5112,27,0.0,834.0,2,31.0,9797.91,10986.64,12121.25,21142.46,0.37,428.94,1143.23,2433.23,10894.31,12200.47,0,0,3,445
27264,5106,35,0.0,1020.0,2,5.0,3172.73,3571.08,4576.98,7442.96,759.01,657.7,792.54,436.38,3480.95,3658.84,0,1,3,130
27265,4792,61,0.0,146.0,2,94.0,7336.51,9388.43,9799.96,4798.76,0.59,0.59,1762.59,1293.07,8077.78,9868.54,0,1,2,144
27266,7014,73,0.0,1096.0,2,6.0,1279.91,1502.05,1891.24,2125.26,107.56,0.41,286.13,428.99,1319.39,1773.94,0,0,3,87
27267,1320,47,0.0,879.0,3,149.0,8003.22,8003.22,8003.22,7874.18,0.1,0.1,0.1,0.1,8003.22,8003.22,0,1,3,2101
